"Type","Name","Website","Marketplace","lat","lon"
"Seller","Cognitia Pty Ltd","http://www.cognitia.biz/","https://marketplace.service.gov.au/supplier/146",-27.4498091086936,153.01660697277
"Seller","Collective Campus","http://collectivecamp.us","https://marketplace.service.gov.au/supplier/147",-37.8144368842707,144.964621805851
"Seller","Combase",NA,"https://marketplace.service.gov.au/supplier/148",-33.8851006414493,151.156688171613
"Seller","Compas Pty Ltd","http://www.compas.com.au/","https://marketplace.service.gov.au/supplier/46",-35.2479415956165,149.068136715972
"Seller","Computer Frameworks","http://www.computerframeworks.com.au","https://marketplace.service.gov.au/supplier/149",-33.8694104142395,151.209244094213
"Seller","Conduct","http://conducthq.com/","https://marketplace.service.gov.au/supplier/79",-37.8010509530161,144.977982802065
"Seller","Consunet Pty Ltd",NA,"https://marketplace.service.gov.au/supplier/151",-34.9144258606773,138.571917140582
"Seller","Cordelta","http://www.cordelta.com","https://marketplace.service.gov.au/supplier/152",-35.3488359929955,149.090405475252
"Seller","Craig Walker Design and Innovation","http://www.craigwalker.com.au","https://marketplace.service.gov.au/supplier/153",-33.883129637511,151.212282561723
"Seller","CSC","http://www.csc.com","https://marketplace.service.gov.au/supplier/47",-33.794180543531,151.135229300423
"Seller","CTO Group","http://www.ctogroup.com.au","https://marketplace.service.gov.au/supplier/48",-35.3237366970698,149.136636116513
"Seller","Datacom Systems (ACT)","http://www.datacom.com.au/","https://marketplace.service.gov.au/supplier/310",-35.2725562482298,149.136168827948
"Seller","Data Runs Deep","https://www.datarunsdeep.com.au","https://marketplace.service.gov.au/supplier/10",-37.815931404249,144.964121854455
"Seller","Deloitte Touche Tohmatsu","http://www.deloittedigital.com/au","https://marketplace.service.gov.au/supplier/157",-33.8786741235777,151.206031192952
"Seller","Delv Pty Ltd","http://www.delv.com","https://marketplace.service.gov.au/supplier/158",-35.3163941861579,149.145030281332
"Seller","Design Managers Australia Pty Ltd (DMA)","http://designmanagers.com.au","https://marketplace.service.gov.au/supplier/11",-35.26934216303,149.124898875424
"Seller","DH4","http://www.dh4.com.au","https://marketplace.service.gov.au/supplier/180",-33.8285752106228,151.24415688346
"Seller","Dialog","http://www.dialog.com.au","https://marketplace.service.gov.au/supplier/159",-35.3151042926251,149.106345889288
"Seller","DiUS","http://www.dius.com.au","https://marketplace.service.gov.au/supplier/160",-37.8142156884146,144.96384795109
"Seller","Diversus","https://www.diversus.com.au","https://marketplace.service.gov.au/supplier/23",-35.2799606544592,149.12965372324
"Seller","DT Digital Pty Ltd","http://www.dt.com.au","https://marketplace.service.gov.au/supplier/161",-37.8309068993248,144.98062980336
"Seller","Eassure","http://www.eassure.com.au/","https://marketplace.service.gov.au/supplier/163",-37.7846154217413,144.985347669849
"Seller","Easter Island Heads","http://www.eiheads.com","https://marketplace.service.gov.au/supplier/50",-37.8021829471724,144.988782377445
"Seller","eBlueprint","http://www.eblueprint.com.au","https://marketplace.service.gov.au/supplier/164",-37.8158570412068,144.964099656158
"Seller","Edgelabs","http://www.edgelabs.com.au","https://marketplace.service.gov.au/supplier/165",-37.8002996886898,144.978968533901
"Seller","Education Services Australia","http://www.esa.edu.au","https://marketplace.service.gov.au/supplier/29",-37.8150048912397,144.964056639019
"Seller","EMC","http://www.emc.com","https://marketplace.service.gov.au/supplier/51",-33.8223847849934,151.193774295017
"Seller","Envista","http://www.envista.com.au","https://marketplace.service.gov.au/supplier/105",-35.3148954154608,149.143789400559
"Seller","Ernst & Young","http://www.ey.com/au/en/home","https://marketplace.service.gov.au/supplier/308",-35.3068373436024,149.109358782213
"Seller","F1 Solutions","http://www.f1solutions.com.au","https://marketplace.service.gov.au/supplier/168",-35.2685130473254,149.124370145852
"Seller","Felix Tjandrawibawa (consultant)",NA,"https://marketplace.service.gov.au/supplier/219",-33.9499765921575,151.244247470896
"Seller","FinXL IT Professional Services","http://www.finxl.com.au","https://marketplace.service.gov.au/supplier/170",-33.8692307315093,151.209645165914
"Seller","Fivium Pty Limited","http://www.fivium.com","https://marketplace.service.gov.au/supplier/94",-33.8254744106057,151.205267522307
"Seller","Flaxworks","http://www.flaxworks.com.au","https://marketplace.service.gov.au/supplier/171",-33.8785881230748,151.220761033545
"Seller","Flink Labs Pty Ltd","http://www.flinklabs.com","https://marketplace.service.gov.au/supplier/12",-37.8082530700509,145.079782904347
"Seller","Folk","http://www.thefolk.com","https://marketplace.service.gov.au/supplier/172",-33.8805342513277,151.170769807964
"Seller","Foresight IT Consulting Pty Ltd","http://www.foresightconsulting.com.au","https://marketplace.service.gov.au/supplier/173",-35.2806797841249,149.130484413077
"Seller","Form Crowd","http://www.formcrowd.com","https://marketplace.service.gov.au/supplier/106",-27.470494536943,153.025931180993
"Seller","Fortian","http://www.fortian.com.au","https://marketplace.service.gov.au/supplier/52",-27.393530705757,153.048426814991
"Seller","Fragile to Agile","http://www.fragiletoagile.com.au","https://marketplace.service.gov.au/supplier/30",-34.9336299263698,138.604492068622
"Seller","FutureGov","http://www.wearefuturegov.com","https://marketplace.service.gov.au/supplier/174",-37.8149008452265,144.963664293199
"Seller","Geoplex","http://www.geoplex.com.au","https://marketplace.service.gov.au/supplier/175",-35.3242767964852,149.137840261623
"Seller","GoSource","http://www.gosource.com.au","https://marketplace.service.gov.au/supplier/177",-35.3077259948729,149.134543506599
"Seller","Gov Law Tech","http://www.govlawtech.com.au","https://marketplace.service.gov.au/supplier/25",-35.268640214242,149.124260834055
"Seller","Grant Thornton Australia",NA,"https://marketplace.service.gov.au/supplier/95",-33.8683283086011,151.209853390574
"Seller","Hall & Co Digital","http://www.hallandco.digital","https://marketplace.service.gov.au/supplier/103",-27.50098591987,153.07857731241
"Seller","Hatchd","http://www.hatchd.com.au/","https://marketplace.service.gov.au/supplier/303",-31.9523567477453,115.861119272409
"Seller","Haylix","http://www.haylix.com","https://marketplace.service.gov.au/supplier/31",-37.8295264428926,144.980246799107
"Seller","Hewlett Packard Enterprise","https://www.hpe.com/au/en/home.html","https://marketplace.service.gov.au/supplier/306",-35.236546352502,149.064718353343
"Seller","HiTech","http://www.hitechaust.com","https://marketplace.service.gov.au/supplier/181",-33.8697590449393,151.208775454337
"Seller","Holly","http://www.hollysydney.com","https://marketplace.service.gov.au/supplier/199",-33.8785877206573,151.220884486657
"Seller","Horizon Consulting","http://www.horizonconsulting.com.au","https://marketplace.service.gov.au/supplier/183",-33.8869045888683,151.211720086229
"Seller","HSD","http://www.hsd.com.au","https://marketplace.service.gov.au/supplier/55",-35.281805360757,149.129036626638
"Seller","Hudson","http://www.hudson.com","https://marketplace.service.gov.au/supplier/185",-35.3083217783454,149.108939227328
"Seller","Icelab","http://www.icelab.com.au","https://marketplace.service.gov.au/supplier/187",-35.2816568779472,149.130239096595
"Seller","IE Digital","http://www.ie.com.au/","https://marketplace.service.gov.au/supplier/188",-37.822049016221,144.998414754191
"Seller","Ignia","http://www.ignia.com.au","https://marketplace.service.gov.au/supplier/189",-31.9529188727763,115.860616873919
"Seller","Independent Voice","http://www.independentvoice.com.au","https://marketplace.service.gov.au/supplier/292",-35.3298020833232,149.174780804863
"Seller","INDEX Consultants","http://www.index.com.au","https://marketplace.service.gov.au/supplier/115",-35.2815770947139,149.129262654126
"Seller","Infinite","http://www.infinite.net.au","https://marketplace.service.gov.au/supplier/190",-35.3161978627178,149.106660480583
"Seller","Information Professionals","http://www.informpros.com","https://marketplace.service.gov.au/supplier/56",-27.470713325084,153.025728756946
"Seller","Informed Solutions","http://www.informed.com","https://marketplace.service.gov.au/supplier/191",-33.8683960663272,151.21006157764
"Seller","Infosec Asia Pacific","http://infosec.asia/","https://marketplace.service.gov.au/supplier/92",-35.2410621969616,149.076644716449
"Seller","Inlight Media","http://www.inlight.com.au","https://marketplace.service.gov.au/supplier/57",-33.8489803910538,151.202322168433
"Seller","InteractiveInc Pty Ltd","http://www.interactiveinc.com.au","https://marketplace.service.gov.au/supplier/14",-33.8681671538547,151.223166884168
"Seller","Internetrix","http://www.internetrix.com.au","https://marketplace.service.gov.au/supplier/193",-34.4287051563228,150.892417296563
"Seller","Intopia","http://intopia.digital/","https://marketplace.service.gov.au/supplier/3",-33.8141763003976,151.000525438353
"Seller","Ionize","http://www.ionize.com.au","https://marketplace.service.gov.au/supplier/59",-35.3072710165498,149.133786422904
"Seller","IPP Technologies","http://www.ippcs.com.au","https://marketplace.service.gov.au/supplier/60",-33.791965845056,151.119661964169
"Seller","Isobar","http://www.isobar.com/au/","https://marketplace.service.gov.au/supplier/300",-33.8699609203561,151.207678329398
"Seller","Jian Liu (sole trader)",NA,"https://marketplace.service.gov.au/supplier/32",-33.6806876216893,150.915184241962
"Seller","Kinexus People","http://www.kineticrecruitment.com.au","https://marketplace.service.gov.au/supplier/54",-33.8697929309873,151.208404603163
"Seller","Kinship Digital Pty Ltd","http://www.kinshipdigital.com","https://marketplace.service.gov.au/supplier/61",-33.8400079801787,151.205142831865
"Seller","KJR Australia","http://www.kjr.com.au","https://marketplace.service.gov.au/supplier/195",-35.1673753933218,149.142385628909
"Seller","KND Digital","http://www.knd.com.au","https://marketplace.service.gov.au/supplier/196",-27.4517792803976,153.003874817025
"Seller","knowquestion","http://www.knowquestion.com.au","https://marketplace.service.gov.au/supplier/62",-35.2250906947268,149.050278084571
"Seller","Komosion","https://www.komosion.com/","https://marketplace.service.gov.au/supplier/298",-33.8857540179448,151.243695786193
"Seller","Kul Technologies","http://www.kultech.com.au","https://marketplace.service.gov.au/supplier/198",-37.9170158019936,144.747757436553
"Seller","Ladoo","http://www.ladoo.com.au","https://marketplace.service.gov.au/supplier/64",-37.8158066437227,144.963930011172
"Seller","Libero Digital","http://liberodigital.com.au/","https://marketplace.service.gov.au/supplier/154",-35.3181857573713,149.124266702461
"Seller","Lisa Cornish (sole trader)",NA,"https://marketplace.service.gov.au/supplier/200",-35.2000259527885,149.14310694065
"Seller","Lookahead Search","http://www.lookahead.com.au","https://marketplace.service.gov.au/supplier/34",-33.8684381563013,151.209942345468
"Seller","Macleod Media","http://www.macleodmedia.com","https://marketplace.service.gov.au/supplier/201",-33.8392623368307,151.28131980139
"Seller","Manpower","http://www.manpower.com.au/","https://marketplace.service.gov.au/supplier/202",-33.8696085870542,151.209785159288
"Seller","MarketScape","http://www.marketscape.net.au","https://marketplace.service.gov.au/supplier/150",-35.2355675261583,149.038928934859
"Seller","Media Access Australia","http://www.mediaaccess.org.au","https://marketplace.service.gov.au/supplier/205",-33.8813212703928,151.196457379005
"Seller","Meld Studios","http://www.meldstudios.com.au/","https://marketplace.service.gov.au/supplier/15",-33.8811085163505,151.171060707665
"Seller","Mercury Project Solutions","http://www.mercuryps.com.au","https://marketplace.service.gov.au/supplier/67",-33.8853218615008,151.211199350106
"Seller","MetaPM","https://metapm.com.au/","https://marketplace.service.gov.au/supplier/97",-37.8155544125882,144.964788816262
"Seller","Morpht","http://www.morpht.com","https://marketplace.service.gov.au/supplier/207",-33.8864662678793,151.199712505089
"Seller","MXA Consulting","http://www.mxaconsulting.com.au","https://marketplace.service.gov.au/supplier/208",-35.4028942747097,149.117912803206
"Seller","Neo","http://neoteny.com.au/","https://marketplace.service.gov.au/supplier/209",-33.8928870371297,151.203961603036
"Seller","Neon Circle","http://www.neoncircle.com.au","https://marketplace.service.gov.au/supplier/28",-33.8863184564877,151.212041934498
"Seller","NextParadigm","http://www.nextparadigm.com.au","https://marketplace.service.gov.au/supplier/9",-37.8217310692753,145.032966249905
"Seller","Nihilent","http://www.nihilient.com","https://marketplace.service.gov.au/supplier/210",-33.8402102275585,151.205552975538
"Seller","Nomat","http://www.nomat.com.au","https://marketplace.service.gov.au/supplier/211",-37.8331278955823,144.963078379359
"Seller","Nook Studios","http://www.nookstudios.com","https://marketplace.service.gov.au/supplier/68",-33.886203947511,151.210710859903
"Seller","Novofy","http://www.novofy.com","https://marketplace.service.gov.au/supplier/212",-33.7968575696847,151.238057404945
"Seller","Ntegrity Pty Ltd","http://www.ntegrity.com.au","https://marketplace.service.gov.au/supplier/213",-37.8143449911099,144.963282415482
"Seller","Oakton","https://www.oakton.com.au/","https://marketplace.service.gov.au/supplier/118",-35.314747649579,149.14489050514
"Seller","Object Consulting","http://www.objectconsulting.com.au","https://marketplace.service.gov.au/supplier/214",-37.8158406648656,144.963106518926
"Seller","Ogilvy","http://ogilvy.com.au/","https://marketplace.service.gov.au/supplier/24",-33.8219395318764,151.19332685729
"Seller","OMNILINK","http://www.omnilink.com.au/","https://marketplace.service.gov.au/supplier/215",-33.7912257932367,151.081341957195
"Seller","Orchestrate","http://www.orchestrate.com.au","https://marketplace.service.gov.au/supplier/216",-33.8811730348563,151.25182010879
"Seller","ORIMA Research","http://www.orima.com","https://marketplace.service.gov.au/supplier/70",-37.8309975344494,144.979593288743
"Seller","Our Epiphany","http://www.ourepiphany.com.au","https://marketplace.service.gov.au/supplier/217",-27.9743973136868,153.417676790069
"Seller","Outware Systems Pty Ltd","http://www.outware.com.au","https://marketplace.service.gov.au/supplier/71",-37.8151011402515,144.963439431833
"Seller","Oxide Interactive","http://www.oxideinteractive.com.au","https://marketplace.service.gov.au/supplier/203",-35.3164847976897,149.143605743698
"Seller","Panalysis","http://www.panalysis.com","https://marketplace.service.gov.au/supplier/27",-33.8399316876676,151.205763513888
"Seller","Paper Giant","http://www.papergiant.net","https://marketplace.service.gov.au/supplier/72",-37.8152205465437,144.963380379979
"Seller","Partners in Performance (PIP)","http://www.pipint.com","https://marketplace.service.gov.au/supplier/218",-33.8688221769809,151.209594537144
"Seller","Paxus","http://www.paxus.com.au","https://marketplace.service.gov.au/supplier/220",-35.3069006752744,149.109935285405
"Seller","PaykelSDS","http://www.paykelsds.com.au","https://marketplace.service.gov.au/supplier/73",-33.8402021421665,151.205382614618
"Seller","Pen10","http://www.penten.com","https://marketplace.service.gov.au/supplier/5",-35.2722996667585,149.134974338371
"Seller","Peoplebank","http://www.peoplebank.com.au","https://marketplace.service.gov.au/supplier/221",-35.2810059577713,149.13034082124
"Seller","Performance Assurance","http://www.performance-assurance.com.au","https://marketplace.service.gov.au/supplier/222",-35.2808998853483,149.129013262217
"Seller","Permuto","http://www.permuto.com.au","https://marketplace.service.gov.au/supplier/295",-33.6293776536023,151.330613750321
"Seller","PHC Projects Pty Ltd","http://www.phcprojects.com.au","https://marketplace.service.gov.au/supplier/98",-31.9526034093693,115.861486133212
"Seller","Phoenix Media Group","http://www.phoenixmg.com.au","https://marketplace.service.gov.au/supplier/224",-35.2711014960314,149.134743850115
"Seller","Portable","http://www.portable.com.au","https://marketplace.service.gov.au/supplier/225",-37.8012227188671,144.988137912319
"Seller","PragmaTeam","http://www.pragma.team","https://marketplace.service.gov.au/supplier/99",-33.8821895686408,151.171590353449
"Seller","Praxis International","http://www.hellopraxis.com","https://marketplace.service.gov.au/supplier/228",-33.8685561829006,151.209080902958
"Seller","Predicate Partners","http://www.predicatepartners.com.au","https://marketplace.service.gov.au/supplier/229",-35.2804968242815,149.130150212936
"Seller","PreviousNext","http://www.previousnext.com.au","https://marketplace.service.gov.au/supplier/100",-33.8645814721741,151.205167230191
"Seller","Programmed","http://www.programmed.com.au","https://marketplace.service.gov.au/supplier/77",-35.3246777507756,149.078236809534
"Seller","Projective People","http://www.projective.com.au","https://marketplace.service.gov.au/supplier/232",-35.1742647564228,149.095296998417
"Seller","Proto Partners","http://www.protopartners.com.au","https://marketplace.service.gov.au/supplier/101",-33.8399888400297,151.205571324662
"Seller","Randstad Pty Ltd","http://www.randstad.com.au","https://marketplace.service.gov.au/supplier/234",-33.8683159302987,151.209735086128
"Seller","Razor IT Systems","http://www.razorit.com.au","https://marketplace.service.gov.au/supplier/235",-35.2601489154274,149.121896479672
"Seller","Readify","http://readify.net/","https://marketplace.service.gov.au/supplier/301",-37.8173443930167,144.940921459729
"Seller","Recon Solutions",NA,"https://marketplace.service.gov.au/supplier/4",-27.4689479546177,153.025515380462
"Seller","Recordkeeping Innovation","http://www.records.com.au","https://marketplace.service.gov.au/supplier/238",-33.870454329167,151.208173697493
"Seller","Redcore Solutions","http://www.redcore.com.au","https://marketplace.service.gov.au/supplier/239",-37.8159073718993,144.963973333393
"Seller","Redrollers Research","http://www.redrollers.com.au","https://marketplace.service.gov.au/supplier/240",-33.9041266696876,151.155220797934
"Seller","RedWolf Consulting","http://redwolfrosch.com.au/","https://marketplace.service.gov.au/supplier/226",-37.8643207254889,144.981580722409
"Seller","Review Partners","http://www.reviewpartners.com.au/","https://marketplace.service.gov.au/supplier/309",-33.8680999360668,151.208727800173
"Seller","Robert Walters","http://www.robertwalters.com.au","https://marketplace.service.gov.au/supplier/74",-33.8691622167822,151.21025667161
"Seller","Roll Inn Recruitment","http://www.rollinn.com.au","https://marketplace.service.gov.au/supplier/17",-35.3674541711361,149.23361383527
"Seller","Rowdy Digital","http://www.getgoosebumps.com.au","https://marketplace.service.gov.au/supplier/53",-35.2878623441152,149.154686348327
"Seller","RSM Australia Pty Ltd","http://www.rsm.com.au","https://marketplace.service.gov.au/supplier/242",-35.3158592024841,149.107820274865
"Seller","Salsa Digital","http://www.salsadigital.com.au","https://marketplace.service.gov.au/supplier/75",-37.8027646891522,144.987345249478
"Seller","Salted Signal","http://www.saltedsignal.com.au","https://marketplace.service.gov.au/supplier/18",-38.1961080663806,144.293996318997
"Seller","Sandbox Company","http://www.sandboxcompany.com.au","https://marketplace.service.gov.au/supplier/76",-33.7208396899264,151.169017506315
"Seller","Search365","http://www.search365.com.au","https://marketplace.service.gov.au/supplier/299",-33.7306633941056,151.219692878583
"Seller","Sedha Consulting","http://www.sedhaconsulting.com","https://marketplace.service.gov.au/supplier/246",-33.7246928426683,151.048715270562
"Seller","Sensory7","http://www.sensory7.com","https://marketplace.service.gov.au/supplier/247",-33.8690239353144,151.209673893846
"Seller","ServeGate","http://www.servegate.com.au","https://marketplace.service.gov.au/supplier/6",-35.3283366376874,149.173356390377
"Seller","Silverstone Edge","http://www.silverstoneedge.com.au","https://marketplace.service.gov.au/supplier/248",-35.2800650215355,149.141846416842
"Seller","Simplogy","http://www.simplogy.com","https://marketplace.service.gov.au/supplier/249",-33.7243120493988,150.88873204227
"Seller","Sitback Solutions","http://www.sitback.com.au","https://marketplace.service.gov.au/supplier/33",-33.8603219566838,151.209326786482
"Seller","Small Multiples","http://www.small.mu","https://marketplace.service.gov.au/supplier/250",-33.885752935939,151.211031009459
"Seller","Small Studio","http://www.smallstudio.com.au","https://marketplace.service.gov.au/supplier/251",-37.7426043039365,145.007938384525
"Seller","SmartWard","http://www.smartward.com.au","https://marketplace.service.gov.au/supplier/78",-35.2410712121548,149.0770453891
"Seller","SMS Management & Technology","http://www.smsmt.com","https://marketplace.service.gov.au/supplier/252",-33.8679515016588,151.210126590421
"Seller","SoftLabs","http://www.softlabsglobal.com/","https://marketplace.service.gov.au/supplier/253",-33.8690242395155,151.209311427207
"Seller","Solutions Digital","http://www.solutionsoutsourced.com.au/","https://marketplace.service.gov.au/supplier/296",-34.055060194434,150.695822117261
"Seller","Southern Cross Computing Pty Ltd","http://www.scc.com.au","https://marketplace.service.gov.au/supplier/255",-35.3156571359904,149.10617071811
"Seller","Space66","http://www.space66.com","https://marketplace.service.gov.au/supplier/256",-33.8819063247188,151.25248521405
"Seller","Spark Digital","http://www.sparkdigital.com.au","https://marketplace.service.gov.au/supplier/257",-37.8223083859724,144.997547308993
"Seller","Speedwell","http://www.speedwell.com.au","https://marketplace.service.gov.au/supplier/7",-27.4568564944603,153.034353114644
"Seller","Squiz","http://www.squiz.com.au","https://marketplace.service.gov.au/supplier/102",-35.2813842730701,149.130084592717
"Seller","SRA Information Technology","http://www.sra.com.au","https://marketplace.service.gov.au/supplier/302",-34.932367814937,138.604063797246
"Seller","Stacey Brown Consulting",NA,"https://marketplace.service.gov.au/supplier/36",-33.7694918189085,151.164299584716
"Seller","Stark & Wayne","http://www.starkandwayne.com","https://marketplace.service.gov.au/supplier/8",-27.5322193042133,152.967414050269
"Seller","StarTech IT Consulting","http://www.startechit.com.au","https://marketplace.service.gov.au/supplier/260",-35.3673041065685,149.112348862677
"Seller","State of Matter","http://www.sofm.com.au","https://marketplace.service.gov.au/supplier/261",-37.8307753229244,144.99333070795
"Seller","Stead Lane","http://www.steadlane.com.au","https://marketplace.service.gov.au/supplier/182",-27.9737849615447,153.417645619848
"Seller","Step Two Designs","http://www.steptwo.com.au","https://marketplace.service.gov.au/supplier/262",-33.8858895286468,151.200425774299
"Seller","Strategic Data","http://www.strategicdata.com.au","https://marketplace.service.gov.au/supplier/263",-37.8017406332302,144.977983060658
"Seller","Strategic Executive Solutions","http://www.strategicexecutive.com","https://marketplace.service.gov.au/supplier/206",-37.8299709331421,144.957500496791
"Seller","Strategic Projects Partners","http://www.spp.com.au","https://marketplace.service.gov.au/supplier/80",-37.8147587072078,144.964490850388
"Seller","Strategic Reform","http://www.strategicreform.com.au","https://marketplace.service.gov.au/supplier/264",-35.2784629518014,149.140913747894
"Seller","Studio Thick","http://www.studiothick.com","https://marketplace.service.gov.au/supplier/265",-37.8013937403182,144.978882323142
"Seller","Symphony3","http://www.symphony3.com","https://marketplace.service.gov.au/supplier/266",-37.8172875295062,144.941962940583
"Seller","Talent International Pty Ltd","http://www.talentinternational.com.au","https://marketplace.service.gov.au/supplier/81",-33.8687787458572,151.208677614711
"Seller","Talentpool Recruitment","http://www.tprecruitment.com.au","https://marketplace.service.gov.au/supplier/268",-33.8789142581705,151.219573299607
"Seller","Tech Mahindra","http://www.techmahindra.com","https://marketplace.service.gov.au/supplier/82",-35.2802618427921,149.130209314105
"Seller","Technocrat Pty Ltd","http://www.technocrat.com.au","https://marketplace.service.gov.au/supplier/271",-35.2818742668887,149.130001235061
"Seller","Technovate Strategic Solutions","http://www.technovate.com.au","https://marketplace.service.gov.au/supplier/83",-35.2428816908472,149.077655148522
"Seller","Terra Firma Business Consulting","http://www.terrafirma.com.au","https://marketplace.service.gov.au/supplier/273",-37.8144893801689,144.963997038418
"Seller","The Architecture Practice","http://www.thearchitecturepractice.com.au","https://marketplace.service.gov.au/supplier/269",-35.3152702177009,149.107595982153
"Seller","The Behavioural Architects Pty Ltd","http://www.thebearchitects.com.au","https://marketplace.service.gov.au/supplier/84",-33.8476136414931,151.212054852695
"Seller","The Customer Experience Company","http://www.customerexperience.com.au","https://marketplace.service.gov.au/supplier/85",-33.8689855594054,151.210018241861
"Seller","The Frame Group","http://www.framegroup.com.au/","https://marketplace.service.gov.au/supplier/275",-33.8693306844254,151.208869328134
